GeneID	Symbol	dbXrefs
5894	RAF1	MIM:164760|HGNC:HGNC:9829|Ensembl:ENSG00000132155|Vega:OTTHUMG00000129789
5896	RAG1	MIM:179615|HGNC:HGNC:9831|Ensembl:ENSG00000166349|Vega:OTTHUMG00000166392
5897	RAG2	MIM:179616|HGNC:HGNC:9832|Ensembl:ENSG00000175097|Vega:OTTHUMG00000166393
5898	RALA	MIM:179550|HGNC:HGNC:9839|Ensembl:ENSG00000006451|Vega:OTTHUMG00000128775
5899	RALB	MIM:179551|HGNC:HGNC:9840|Ensembl:ENSG00000144118|Vega:OTTHUMG00000131435
5900	RALGDS	MIM:601619|HGNC:HGNC:9842|Ensembl:ENSG00000160271|Vega:OTTHUMG00000020858
5901	RAN	MIM:601179|HGNC:HGNC:9846|Ensembl:ENSG00000132341|Vega:OTTHUMG00000134328
5902	RANBP1	MIM:601180|HGNC:HGNC:9847|Ensembl:ENSG00000099901|Vega:OTTHUMG00000150490
5903	RANBP2	MIM:601181|HGNC:HGNC:9848|Ensembl:ENSG00000153201|Vega:OTTHUMG00000130981
5905	RANGAP1	MIM:602362|HGNC:HGNC:9854|Ensembl:ENSG00000100401|Vega:OTTHUMG00000150940
5906	RAP1A	MIM:179520|HGNC:HGNC:9855|Ensembl:ENSG00000116473|Vega:OTTHUMG00000011959
5907	RAP1AP	HGNC:HGNC:9856
5908	RAP1B	MIM:179530|HGNC:HGNC:9857|Ensembl:ENSG00000127314|Vega:OTTHUMG00000133660
5909	RAP1GAP	MIM:600278|HGNC:HGNC:9858|Ensembl:ENSG00000076864|Vega:OTTHUMG00000007513
5910	RAP1GDS1	MIM:179502|HGNC:HGNC:9859|Ensembl:ENSG00000138698|Vega:OTTHUMG00000160987
5911	RAP2A	MIM:179540|HGNC:HGNC:9861|Ensembl:ENSG00000125249|Vega:OTTHUMG00000017240
5912	RAP2B	MIM:179541|HGNC:HGNC:9862|Ensembl:ENSG00000181467|Vega:OTTHUMG00000159655
5913	RAPSN	MIM:601592|HGNC:HGNC:9863|Ensembl:ENSG00000165917|Vega:OTTHUMG00000166891
5914	RARA	MIM:180240|HGNC:HGNC:9864|Ensembl:ENSG00000131759|Vega:OTTHUMG00000133328
5915	RARB	MIM:180220|HGNC:HGNC:9865|Ensembl:ENSG00000077092|Vega:OTTHUMG00000130480
5916	RARG	MIM:180190|HGNC:HGNC:9866|Ensembl:ENSG00000172819|Vega:OTTHUMG00000048077
5917	RARS	MIM:107820|HGNC:HGNC:9870|Ensembl:ENSG00000113643|Vega:OTTHUMG00000130411
5918	RARRES1	MIM:605090|HGNC:HGNC:9867|Ensembl:ENSG00000118849|Vega:OTTHUMG00000158834
5919	RARRES2	MIM:601973|HGNC:HGNC:9868|Ensembl:ENSG00000106538|Vega:OTTHUMG00000158325
5920	RARRES3	MIM:605092|HGNC:HGNC:9869|Ensembl:ENSG00000133321|Vega:OTTHUMG00000167850
5921	RASA1	MIM:139150|HGNC:HGNC:9871|Ensembl:ENSG00000145715|Vega:OTTHUMG00000162605
5922	RASA2	MIM:601589|HGNC:HGNC:9872|Ensembl:ENSG00000155903|Vega:OTTHUMG00000160221
5923	RASGRF1	MIM:606600|HGNC:HGNC:9875|Ensembl:ENSG00000058335|Vega:OTTHUMG00000144172
5924	RASGRF2	MIM:606614|HGNC:HGNC:9876|Ensembl:ENSG00000113319|Vega:OTTHUMG00000119015
5925	RB1	MIM:614041|HGNC:HGNC:9884|Ensembl:ENSG00000139687|Vega:OTTHUMG00000016900
5926	ARID4A	MIM:180201|HGNC:HGNC:9885|Ensembl:ENSG00000032219|Vega:OTTHUMG00000140320
5927	KDM5A	MIM:180202|HGNC:HGNC:9886|Ensembl:ENSG00000073614|Vega:OTTHUMG00000168055
5928	RBBP4	MIM:602923|HGNC:HGNC:9887|Ensembl:ENSG00000162521|Vega:OTTHUMG00000007998
5929	RBBP5	MIM:600697|HGNC:HGNC:9888|Ensembl:ENSG00000117222|Vega:OTTHUMG00000037104
5930	RBBP6	MIM:600938|HGNC:HGNC:9889|Ensembl:ENSG00000122257|Vega:OTTHUMG00000096991
5931	RBBP7	MIM:300825|HGNC:HGNC:9890|Ensembl:ENSG00000102054|Vega:OTTHUMG00000021198
5932	RBBP8	MIM:604124|HGNC:HGNC:9891|Ensembl:ENSG00000101773|Vega:OTTHUMG00000131769
5933	RBL1	MIM:116957|HGNC:HGNC:9893|Ensembl:ENSG00000080839|Vega:OTTHUMG00000032406
5934	RBL2	MIM:180203|HGNC:HGNC:9894|Ensembl:ENSG00000103479|Vega:OTTHUMG00000133198
5935	RBM3	MIM:300027|HGNC:HGNC:9900|Ensembl:ENSG00000102317|Vega:OTTHUMG00000024121
5936	RBM4	MIM:602571|HGNC:HGNC:9901|Ensembl:ENSG00000173933|Vega:OTTHUMG00000154171
5937	RBMS1	MIM:602310|HGNC:HGNC:9907|Ensembl:ENSG00000153250|Vega:OTTHUMG00000132031
5938	RBMS1P1	HGNC:HGNC:9908
5939	RBMS2	MIM:602387|HGNC:HGNC:9909|Ensembl:ENSG00000076067|Vega:OTTHUMG00000170488
5940	RBMY1A1	MIM:400006|HGNC:HGNC:9912|Ensembl:ENSG00000234414|Vega:OTTHUMG00000043592
5942	RBMY1C	HGNC:HGNC:9914
5944	RBMY1HP	HGNC:HGNC:9916
5945	RBMY2AP	HGNC:HGNC:9917
5947	RBP1	MIM:180260|HGNC:HGNC:9919|Ensembl:ENSG00000114115|Vega:OTTHUMG00000155751
5948	RBP2	MIM:180280|HGNC:HGNC:9920|Ensembl:ENSG00000114113|Vega:OTTHUMG00000159956
5949	RBP3	MIM:180290|HGNC:HGNC:9921|Ensembl:ENSG00000265203|Vega:OTTHUMG00000188321
5950	RBP4	MIM:180250|HGNC:HGNC:9922|Ensembl:ENSG00000138207|Vega:OTTHUMG00000018773
5953	RCD1	MIM:180020|HGNC:HGNC:9930
5954	RCN1	MIM:602735|HGNC:HGNC:9934|Ensembl:ENSG00000049449|Vega:OTTHUMG00000166227
5955	RCN2	MIM:602584|HGNC:HGNC:9935|Ensembl:ENSG00000117906|Vega:OTTHUMG00000143730
5956	OPN1LW	MIM:300822|HGNC:HGNC:9936|Ensembl:ENSG00000102076|Vega:OTTHUMG00000034295
5957	RCVRN	MIM:179618|HGNC:HGNC:9937|Ensembl:ENSG00000109047|Vega:OTTHUMG00000130268
5959	RDH5	MIM:601617|HGNC:HGNC:9940|Ensembl:ENSG00000135437|Vega:OTTHUMG00000170126
5961	PRPH2	MIM:179605|HGNC:HGNC:9942|Ensembl:ENSG00000112619|Vega:OTTHUMG00000014701
5962	RDX	MIM:179410|HGNC:HGNC:9944|Ensembl:ENSG00000137710|Vega:OTTHUMG00000166574
5964	RDXP2	HGNC:HGNC:9946
5965	RECQL	MIM:600537|HGNC:HGNC:9948|Ensembl:ENSG00000004700|Vega:OTTHUMG00000169131
5966	REL	MIM:164910|HGNC:HGNC:9954|Ensembl:ENSG00000162924|Vega:OTTHUMG00000129418
5967	REG1A	MIM:167770|HGNC:HGNC:9951|Ensembl:ENSG00000115386|Vega:OTTHUMG00000130016
5968	REG1B	MIM:167771|HGNC:HGNC:9952|Ensembl:ENSG00000172023|Vega:OTTHUMG00000130019
5969	REG1CP	HGNC:HGNC:9953
5970	RELA	MIM:164014|HGNC:HGNC:9955|Ensembl:ENSG00000173039|Vega:OTTHUMG00000166566
5971	RELB	MIM:604758|HGNC:HGNC:9956|Ensembl:ENSG00000104856|Vega:OTTHUMG00000162116
5972	REN	MIM:179820|HGNC:HGNC:9958|Ensembl:ENSG00000143839|Vega:OTTHUMG00000036059
5973	RENBP	MIM:312420|HGNC:HGNC:9959|Ensembl:ENSG00000102032|Vega:OTTHUMG00000024224
5975	RENS2	HGNC:HGNC:9961
5976	UPF1	MIM:601430|HGNC:HGNC:9962|Ensembl:ENSG00000005007|Vega:OTTHUMG00000183025
5977	DPF2	MIM:601671|HGNC:HGNC:9964|Ensembl:ENSG00000133884|Vega:OTTHUMG00000165985
5978	REST	MIM:600571|HGNC:HGNC:9966|Ensembl:ENSG00000084093|Vega:OTTHUMG00000128770
5979	RET	MIM:164761|HGNC:HGNC:9967|Ensembl:ENSG00000165731|Vega:OTTHUMG00000018024
5980	REV3L	MIM:602776|HGNC:HGNC:9968|Ensembl:ENSG00000009413|Vega:OTTHUMG00000016318
5981	RFC1	MIM:102579|HGNC:HGNC:9969|Ensembl:ENSG00000035928|Vega:OTTHUMG00000099363
5982	RFC2	MIM:600404|HGNC:HGNC:9970|Ensembl:ENSG00000049541|Vega:OTTHUMG00000023239
5983	RFC3	MIM:600405|HGNC:HGNC:9971|Ensembl:ENSG00000133119|Vega:OTTHUMG00000016715
5984	RFC4	MIM:102577|HGNC:HGNC:9972|Ensembl:ENSG00000163918|Vega:OTTHUMG00000156515
5985	RFC5	MIM:600407|HGNC:HGNC:9973|Ensembl:ENSG00000111445|Vega:OTTHUMG00000156438
5986	RFNG	MIM:602578|HGNC:HGNC:9974|Ensembl:ENSG00000169733|Vega:OTTHUMG00000178512
5987	TRIM27	MIM:602165|HGNC:HGNC:9975|Ensembl:ENSG00000204713|Vega:OTTHUMG00000031215
5988	RFPL1	MIM:605968|HGNC:HGNC:9977|Ensembl:ENSG00000128250|Vega:OTTHUMG00000150516
5989	RFX1	MIM:600006|HGNC:HGNC:9982|Ensembl:ENSG00000132005|Vega:OTTHUMG00000181979
5990	RFX2	MIM:142765|HGNC:HGNC:9983|Ensembl:ENSG00000087903|Vega:OTTHUMG00000180711
5991	RFX3	MIM:601337|HGNC:HGNC:9984|Ensembl:ENSG00000080298|Vega:OTTHUMG00000019456
5992	RFX4	MIM:603958|HGNC:HGNC:9985|Ensembl:ENSG00000111783|Vega:OTTHUMG00000169173
5993	RFX5	MIM:601863|HGNC:HGNC:9986|Ensembl:ENSG00000143390|Vega:OTTHUMG00000012495
5994	RFXAP	MIM:601861|HGNC:HGNC:9988|Ensembl:ENSG00000133111|Vega:OTTHUMG00000016738
5995	RGR	MIM:600342|HGNC:HGNC:9990|Ensembl:ENSG00000148604|Vega:OTTHUMG00000018636
5996	RGS1	MIM:600323|HGNC:HGNC:9991|Ensembl:ENSG00000090104|Vega:OTTHUMG00000035598
5997	RGS2	MIM:600861|HGNC:HGNC:9998|Ensembl:ENSG00000116741|Vega:OTTHUMG00000035600
5998	RGS3	MIM:602189|HGNC:HGNC:9999|Ensembl:ENSG00000138835|Vega:OTTHUMG00000021048
5999	RGS4	MIM:602516|HGNC:HGNC:10000|Ensembl:ENSG00000117152|Vega:OTTHUMG00000034417
6000	RGS7	MIM:602517|HGNC:HGNC:10003|Ensembl:ENSG00000182901|Vega:OTTHUMG00000040107
6001	RGS10	MIM:602856|HGNC:HGNC:9992|Ensembl:ENSG00000148908|Vega:OTTHUMG00000019150
6002	RGS12	MIM:602512|HGNC:HGNC:9994|Ensembl:ENSG00000159788|Vega:OTTHUMG00000090277
6003	RGS13	MIM:607190|HGNC:HGNC:9995|Ensembl:ENSG00000127074|Vega:OTTHUMG00000035601
6004	RGS16	MIM:602514|HGNC:HGNC:9997|Ensembl:ENSG00000143333|Vega:OTTHUMG00000035212
6005	RHAG	MIM:180297|HGNC:HGNC:10006|Ensembl:ENSG00000112077|Vega:OTTHUMG00000016377
6006	RHCE	MIM:111700|HGNC:HGNC:10008|Ensembl:ENSG00000188672|Vega:OTTHUMG00000007650
6007	RHD	MIM:111680|HGNC:HGNC:10009|Ensembl:ENSG00000187010|Vega:OTTHUMG00000003476
6008	RHEBP1	HGNC:HGNC:10010
6009	RHEB	MIM:601293|HGNC:HGNC:10011|Ensembl:ENSG00000106615|Vega:OTTHUMG00000157330
6010	RHO	MIM:180380|HGNC:HGNC:10012|Ensembl:ENSG00000163914|Vega:OTTHUMG00000159542
6011	GRK1	MIM:180381|HGNC:HGNC:10013|Ensembl:ENSG00000185974|Vega:OTTHUMG00000185528
6012	RIEG2	MIM:601499|HGNC:HGNC:10015
6013	RLN1	MIM:179730|HGNC:HGNC:10026|Ensembl:ENSG00000107018|Vega:OTTHUMG00000019495
6014	RIT2	MIM:609592|HGNC:HGNC:10017|Ensembl:ENSG00000152214|Vega:OTTHUMG00000132611
6015	RING1	MIM:602045|HGNC:HGNC:10018|Ensembl:ENSG00000204227|Vega:OTTHUMG00000031278
6016	RIT1	MIM:609591|HGNC:HGNC:10023|Ensembl:ENSG00000143622|Vega:OTTHUMG00000014104
6017	RLBP1	MIM:180090|HGNC:HGNC:10024|Ensembl:ENSG00000140522|Vega:OTTHUMG00000172884
6018	RLF	MIM:180610|HGNC:HGNC:10025|Ensembl:ENSG00000117000|Vega:OTTHUMG00000005763
6019	RLN2	MIM:179740|HGNC:HGNC:10027|Ensembl:ENSG00000107014|Vega:OTTHUMG00000019496
6022	RMD1	MIM:600332|HGNC:HGNC:10030
6023	RMRP	MIM:157660|HGNC:HGNC:10031|Ensembl:ENSG00000269900|Ensembl:ENSG00000277027
6025	RN5S1@	MIM:180420|HGNC:HGNC:10034
6029	RN7SL1	MIM:612177|HGNC:HGNC:10038|Ensembl:ENSG00000276168|Ensembl:ENSG00000283029
6030	RN7SL4P	HGNC:HGNC:10039
6031	RN7SL5P	HGNC:HGNC:10040
6032	RN7SL6P	HGNC:HGNC:10041
6033	RN7SL7P	HGNC:HGNC:10042
6034	RN7SL8P	HGNC:HGNC:10043
6035	RNASE1	MIM:180440|HGNC:HGNC:10044|Ensembl:ENSG00000129538|Vega:OTTHUMG00000029603
6036	RNASE2	MIM:131410|HGNC:HGNC:10045|Ensembl:ENSG00000169385|Vega:OTTHUMG00000029607
6037	RNASE3	MIM:131398|HGNC:HGNC:10046|Ensembl:ENSG00000169397|Vega:OTTHUMG00000029604
6038	RNASE4	MIM:601030|HGNC:HGNC:10047|Ensembl:ENSG00000258818|Vega:OTTHUMG00000029575
6039	RNASE6	MIM:601981|HGNC:HGNC:10048|Ensembl:ENSG00000169413|Vega:OTTHUMG00000029585
6041	RNASEL	MIM:180435|HGNC:HGNC:10050|Ensembl:ENSG00000135828|Vega:OTTHUMG00000035213
6043	SNORA63	MIM:180647|HGNC:HGNC:10106|Ensembl:ENSG00000200320
6044	SNORA62	MIM:180646|HGNC:HGNC:10107|Ensembl:ENSG00000202363
6045	RNF2	MIM:608985|HGNC:HGNC:10061|Ensembl:ENSG00000121481|Vega:OTTHUMG00000035391
6046	BRD2	MIM:601540|HGNC:HGNC:1103|Ensembl:ENSG00000204256|Vega:OTTHUMG00000031241
6047	RNF4	MIM:602850|HGNC:HGNC:10067|Ensembl:ENSG00000063978|Vega:OTTHUMG00000160516
6048	RNF5	MIM:602677|HGNC:HGNC:10068|Ensembl:ENSG00000204308|Vega:OTTHUMG00000031093
6049	RNF6	MIM:604242|HGNC:HGNC:10069|Ensembl:ENSG00000127870|Vega:OTTHUMG00000016614
6050	RNH1	MIM:173320|HGNC:HGNC:10074|Ensembl:ENSG00000023191|Vega:OTTHUMG00000119086
6051	RNPEP	MIM:602675|HGNC:HGNC:10078|Ensembl:ENSG00000176393|Vega:OTTHUMG00000035866
6052	RNR1	MIM:180450|HGNC:HGNC:10082
6053	RNR2	MIM:180451|HGNC:HGNC:10083
6054	RNR3	MIM:180452|HGNC:HGNC:10084
6055	RNR4	MIM:180453|HGNC:HGNC:10085
6056	RNR5	MIM:180454|HGNC:HGNC:10086
6059	ABCE1	MIM:601213|HGNC:HGNC:69|Ensembl:ENSG00000164163|Vega:OTTHUMG00000161478
6060	RNU1-4	MIM:180680|HGNC:HGNC:10128|Ensembl:ENSG00000207389
6063	RNVU1-11	HGNC:HGNC:10134
6066	RNU2-1	MIM:180690|HGNC:HGNC:10142|Ensembl:ENSG00000274585
6068	SNORD3P1	HGNC:HGNC:10175
6069	RNU4-7P	HGNC:HGNC:10194
6070	RNU4-8P	HGNC:HGNC:10195
6071	RNU6V	HGNC:HGNC:10230
6072	RNU7-68P	HGNC:HGNC:10236
6073	RNU7-86P	HGNC:HGNC:10237
6074	RNU7-24P	HGNC:HGNC:34120
6075	RNU7-55P	HGNC:HGNC:10239
6076	SNORD13P1	HGNC:HGNC:10110
6077	SNORD13P2	HGNC:HGNC:10111
6078	SNORD13P3	HGNC:HGNC:10112
6079	SNORD15A	MIM:600455|HGNC:HGNC:10114|Ensembl:ENSG00000206941
6080	SNORA73A	MIM:180645|HGNC:HGNC:10115|Ensembl:ENSG00000274266
6082	SNORD20	MIM:604012|HGNC:HGNC:10143|Ensembl:ENSG00000207280
6083	SNORD21	MIM:603635|HGNC:HGNC:10144|Ensembl:ENSG00000206680
6084	RNY1	MIM:601821|HGNC:HGNC:10242|Ensembl:ENSG00000201098
6085	RNY3	MIM:601822|HGNC:HGNC:10243|Ensembl:ENSG00000202354
6086	RNY4	MIM:601823|HGNC:HGNC:10244|Ensembl:ENSG00000252316
6087	RNY4P1	HGNC:HGNC:10245
6088	RNY4P2	HGNC:HGNC:10246
6089	RNY4P3	HGNC:HGNC:10247
6090	RNY5	MIM:601824|HGNC:HGNC:10248
6091	ROBO1	MIM:602430|HGNC:HGNC:10249|Ensembl:ENSG00000169855|Vega:OTTHUMG00000158843
6092	ROBO2	MIM:602431|HGNC:HGNC:10250|Ensembl:ENSG00000185008|Vega:OTTHUMG00000158935
6093	ROCK1	MIM:601702|HGNC:HGNC:10251|Ensembl:ENSG00000067900|Vega:OTTHUMG00000131723
6094	ROM1	MIM:180721|HGNC:HGNC:10254|Ensembl:ENSG00000149489|Vega:OTTHUMG00000167528
6095	RORA	MIM:600825|HGNC:HGNC:10258|Ensembl:ENSG00000069667|Vega:OTTHUMG00000132769
6096	RORB	MIM:601972|HGNC:HGNC:10259|Ensembl:ENSG00000198963|Vega:OTTHUMG00000020026
6097	RORC	MIM:602943|HGNC:HGNC:10260|Ensembl:ENSG00000143365|Vega:OTTHUMG00000013053
6098	ROS1	MIM:165020|HGNC:HGNC:10261|Ensembl:ENSG00000047936|Vega:OTTHUMG00000016188
6100	RP9	MIM:607331|HGNC:HGNC:10288|Ensembl:ENSG00000164610|Vega:OTTHUMG00000152988
6101	RP1	MIM:603937|HGNC:HGNC:10263|Ensembl:ENSG00000104237|Vega:OTTHUMG00000164379
6102	RP2	MIM:300757|HGNC:HGNC:10274|Ensembl:ENSG00000102218|Vega:OTTHUMG00000021430
6103	RPGR	MIM:312610|HGNC:HGNC:10295|Ensembl:ENSG00000156313|Vega:OTTHUMG00000021361
6104	RP6	MIM:312612|HGNC:HGNC:10286
6114	RP22	MIM:602594|HGNC:HGNC:10276
6116	RP24	MIM:300155|HGNC:HGNC:10278
6117	RPA1	MIM:179835|HGNC:HGNC:10289|Ensembl:ENSG00000132383|Vega:OTTHUMG00000090579
6118	RPA2	MIM:179836|HGNC:HGNC:10290|Ensembl:ENSG00000117748|Vega:OTTHUMG00000003915
6119	RPA3	MIM:179837|HGNC:HGNC:10291|Ensembl:ENSG00000106399|Vega:OTTHUMG00000023748
6120	RPE	MIM:180480|HGNC:HGNC:10293|Ensembl:ENSG00000197713|Vega:OTTHUMG00000154690
6121	RPE65	MIM:180069|HGNC:HGNC:10294|Ensembl:ENSG00000116745|Vega:OTTHUMG00000009208
6122	RPL3	MIM:604163|HGNC:HGNC:10332|Ensembl:ENSG00000100316|Vega:OTTHUMG00000151079
6123	RPL3L	MIM:617416|HGNC:HGNC:10351|Ensembl:ENSG00000140986|Vega:OTTHUMG00000128685
6124	RPL4	MIM:180479|HGNC:HGNC:10353|Ensembl:ENSG00000174444|Vega:OTTHUMG00000133193
6125	RPL5	MIM:603634|HGNC:HGNC:10360|Ensembl:ENSG00000122406|Vega:OTTHUMG00000010899
6126	RPL9P7	HGNC:HGNC:30335
6128	RPL6	MIM:603703|HGNC:HGNC:10362|Ensembl:ENSG00000089009|Vega:OTTHUMG00000169685
6129	RPL7	MIM:604166|HGNC:HGNC:10363|Ensembl:ENSG00000147604|Vega:OTTHUMG00000134312
6130	RPL7A	MIM:185640|HGNC:HGNC:10364|Ensembl:ENSG00000148303|Vega:OTTHUMG00000020864
6132	RPL8	MIM:604177|HGNC:HGNC:10368|Ensembl:ENSG00000161016|Vega:OTTHUMG00000165249
6133	RPL9	MIM:603686|HGNC:HGNC:10369|Ensembl:ENSG00000163682|Vega:OTTHUMG00000099367
6134	RPL10	MIM:312173|HGNC:HGNC:10298|Ensembl:ENSG00000147403|Vega:OTTHUMG00000033189
6135	RPL11	MIM:604175|HGNC:HGNC:10301|Ensembl:ENSG00000142676|Vega:OTTHUMG00000002926
6136	RPL12	MIM:180475|HGNC:HGNC:10302|Ensembl:ENSG00000197958|Vega:OTTHUMG00000020704
6137	RPL13	MIM:113703|HGNC:HGNC:10303|Ensembl:ENSG00000167526|Vega:OTTHUMG00000133770
6138	RPL15	MIM:604174|HGNC:HGNC:10306|Ensembl:ENSG00000174748|Vega:OTTHUMG00000130485
6139	RPL17	MIM:603661|HGNC:HGNC:10307|Ensembl:ENSG00000215472|Ensembl:ENSG00000265681|Vega:OTTHUMG00000179680|Vega:OTTHUMG00000179689
6141	RPL18	MIM:604179|HGNC:HGNC:10310|Ensembl:ENSG00000063177|Vega:OTTHUMG00000169760
6142	RPL18A	MIM:604178|HGNC:HGNC:10311|Ensembl:ENSG00000105640|Vega:OTTHUMG00000183445
6143	RPL19	MIM:180466|HGNC:HGNC:10312|Ensembl:ENSG00000108298|Vega:OTTHUMG00000178979
6144	RPL21	MIM:603636|HGNC:HGNC:10313|Ensembl:ENSG00000122026|Vega:OTTHUMG00000016630
6145	RPL21P1	MIM:603416|HGNC:HGNC:10314
6146	RPL22	MIM:180474|HGNC:HGNC:10315|Ensembl:ENSG00000116251|Vega:OTTHUMG00000000953
6147	RPL23A	MIM:602326|HGNC:HGNC:10317|Ensembl:ENSG00000198242|Vega:OTTHUMG00000132684
6148	RPL23AP1	HGNC:HGNC:10318
6150	MRPL23	MIM:600789|HGNC:HGNC:10322|Ensembl:ENSG00000214026|Vega:OTTHUMG00000012476
6152	RPL24	MIM:604180|HGNC:HGNC:10325|Ensembl:ENSG00000114391|Vega:OTTHUMG00000159146
6154	RPL26	MIM:603704|HGNC:HGNC:10327|Ensembl:ENSG00000161970|Vega:OTTHUMG00000108191
6155	RPL27	MIM:607526|HGNC:HGNC:10328|Ensembl:ENSG00000131469|Vega:OTTHUMG00000180660
6156	RPL30	MIM:180467|HGNC:HGNC:10333|Ensembl:ENSG00000156482|Vega:OTTHUMG00000164796
6157	RPL27A	MIM:603637|HGNC:HGNC:10329|Ensembl:ENSG00000166441|Vega:OTTHUMG00000165834
6158	RPL28	MIM:603638|HGNC:HGNC:10330|Ensembl:ENSG00000108107|Vega:OTTHUMG00000171991
6159	RPL29	MIM:601832|HGNC:HGNC:10331|Ensembl:ENSG00000162244|Vega:OTTHUMG00000155262
6160	RPL31	MIM:617415|HGNC:HGNC:10334|Ensembl:ENSG00000071082|Vega:OTTHUMG00000130687
6161	RPL32	HGNC:HGNC:10336|Ensembl:ENSG00000144713|Vega:OTTHUMG00000129804
6163	RPL32P1	HGNC:HGNC:10339
6164	RPL34	MIM:616862|HGNC:HGNC:10340|Ensembl:ENSG00000109475|Vega:OTTHUMG00000131839
6165	RPL35A	MIM:180468|HGNC:HGNC:10345|Ensembl:ENSG00000182899|Vega:OTTHUMG00000155386
6166	RPL36AL	MIM:180469|HGNC:HGNC:10346|Ensembl:ENSG00000165502|Vega:OTTHUMG00000152330
6167	RPL37	MIM:604181|HGNC:HGNC:10347|Ensembl:ENSG00000145592|Vega:OTTHUMG00000094774
6168	RPL37A	MIM:613314|HGNC:HGNC:10348|Ensembl:ENSG00000197756|Vega:OTTHUMG00000133052
6169	RPL38	MIM:604182|HGNC:HGNC:10349|Ensembl:ENSG00000172809|Vega:OTTHUMG00000166016
6170	RPL39	MIM:300899|HGNC:HGNC:10350|Ensembl:ENSG00000198918|Vega:OTTHUMG00000022278
6171	RPL41	MIM:613315|HGNC:HGNC:10354|Ensembl:ENSG00000229117|Vega:OTTHUMG00000170183
6172	RPL41P5	HGNC:HGNC:10355
6173	RPL36A	MIM:300902|HGNC:HGNC:10359|Ensembl:ENSG00000241343|Vega:OTTHUMG00000022027
6174	RPL7P1	HGNC:HGNC:10367
6175	RPLP0	MIM:180510|HGNC:HGNC:10371|Ensembl:ENSG00000089157|Vega:OTTHUMG00000169317
6176	RPLP1	MIM:180520|HGNC:HGNC:10372|Ensembl:ENSG00000137818|Vega:OTTHUMG00000172087
6181	RPLP2	MIM:180530|HGNC:HGNC:10377|Ensembl:ENSG00000177600|Vega:OTTHUMG00000133317
6182	MRPL12	MIM:602375|HGNC:HGNC:10378|Ensembl:ENSG00000262814|Vega:OTTHUMG00000178171
6183	MRPS12	MIM:603021|HGNC:HGNC:10380|Ensembl:ENSG00000128626|Vega:OTTHUMG00000182692
6184	RPN1	MIM:180470|HGNC:HGNC:10381|Ensembl:ENSG00000163902|Vega:OTTHUMG00000159691
6185	RPN2	MIM:180490|HGNC:HGNC:10382|Ensembl:ENSG00000118705|Vega:OTTHUMG00000032409
6187	RPS2	MIM:603624|HGNC:HGNC:10404|Ensembl:ENSG00000140988|Vega:OTTHUMG00000128708
6188	RPS3	MIM:600454|HGNC:HGNC:10420|Ensembl:ENSG00000149273|Vega:OTTHUMG00000165448
6189	RPS3A	MIM:180478|HGNC:HGNC:10421|Ensembl:ENSG00000145425|Vega:OTTHUMG00000161445
6191	RPS4X	MIM:312760|HGNC:HGNC:10424|Ensembl:ENSG00000198034|Vega:OTTHUMG00000021813
6192	RPS4Y1	MIM:470000|HGNC:HGNC:10425|Ensembl:ENSG00000129824|Vega:OTTHUMG00000036152
6193	RPS5	MIM:603630|HGNC:HGNC:10426|Ensembl:ENSG00000083845|Vega:OTTHUMG00000183530
6194	RPS6	MIM:180460|HGNC:HGNC:10429|Ensembl:ENSG00000137154|Vega:OTTHUMG00000019642
6195	RPS6KA1	MIM:601684|HGNC:HGNC:10430|Ensembl:ENSG00000117676|Vega:OTTHUMG00000004003
6196	RPS6KA2	MIM:601685|HGNC:HGNC:10431|Ensembl:ENSG00000071242|Vega:OTTHUMG00000016007
6197	RPS6KA3	MIM:300075|HGNC:HGNC:10432|Ensembl:ENSG00000177189|Vega:OTTHUMG00000021231
6198	RPS6KB1	MIM:608938|HGNC:HGNC:10436|Ensembl:ENSG00000108443|Vega:OTTHUMG00000150642
6199	RPS6KB2	MIM:608939|HGNC:HGNC:10437|Ensembl:ENSG00000175634|Vega:OTTHUMG00000167673
6200	RPS6KB3	HGNC:HGNC:10438
6201	RPS7	MIM:603658|HGNC:HGNC:10440|Ensembl:ENSG00000171863|Vega:OTTHUMG00000090305
6202	RPS8	MIM:600357|HGNC:HGNC:10441|Ensembl:ENSG00000142937|Vega:OTTHUMG00000008494
6203	RPS9	MIM:603631|HGNC:HGNC:10442|Ensembl:ENSG00000170889|Vega:OTTHUMG00000066618
6204	RPS10	MIM:603632|HGNC:HGNC:10383|Ensembl:ENSG00000124614|Vega:OTTHUMG00000014546
6205	RPS11	MIM:180471|HGNC:HGNC:10384|Ensembl:ENSG00000142534|Vega:OTTHUMG00000183156
6206	RPS12	MIM:603660|HGNC:HGNC:10385|Ensembl:ENSG00000112306|Vega:OTTHUMG00000015593
6207	RPS13	MIM:180476|HGNC:HGNC:10386|Ensembl:ENSG00000110700|Vega:OTTHUMG00000165988
6208	RPS14	MIM:130620|HGNC:HGNC:10387|Ensembl:ENSG00000164587|Vega:OTTHUMG00000130080
6209	RPS15	MIM:180535|HGNC:HGNC:10388|Ensembl:ENSG00000115268|Vega:OTTHUMG00000140099
6210	RPS15A	MIM:603674|HGNC:HGNC:10389|Ensembl:ENSG00000134419|Vega:OTTHUMG00000131365
