GeneID	Symbol	dbXrefs
68988	Prpf31	MGI:MGI:1916238|Ensembl:ENSMUSG00000008373|Vega:OTTMUSG00000023399
68991	Ssu72	MGI:MGI:1916241|Ensembl:ENSMUSG00000029038|Vega:OTTMUSG00000010846
68992	Zfp580	MGI:MGI:1916242|Ensembl:ENSMUSG00000055633|Vega:OTTMUSG00000058596
68994	1500015L24Rik	MGI:MGI:1916244|Ensembl:ENSMUSG00000094732
68995	Mcts1	MGI:MGI:1916245|Ensembl:ENSMUSG00000000355|Vega:OTTMUSG00000017243
68999	Anapc10	MGI:MGI:1916249|Ensembl:ENSMUSG00000036977|Vega:OTTMUSG00000061320
69002	1500026H17Rik	MGI:MGI:1916252|Ensembl:ENSMUSG00000097383
69004	6330418K02Rik	MGI:MGI:3697416|Ensembl:ENSMUSG00000085227
69008	Cab39l	MGI:MGI:1914081|Ensembl:ENSMUSG00000021981
69009	Thap7	MGI:MGI:1916259|Ensembl:ENSMUSG00000022760|Vega:OTTMUSG00000025193
69010	Anapc13	MGI:MGI:1916260|Ensembl:ENSMUSG00000035048|Vega:OTTMUSG00000048442
69017	Prrt2	MGI:MGI:1916267|Ensembl:ENSMUSG00000045114|Vega:OTTMUSG00000033189
69019	Spcs1	MGI:MGI:1916269|Ensembl:ENSMUSG00000021917|Vega:OTTMUSG00000034302
69020	Zfp707	MGI:MGI:1916270|Ensembl:ENSMUSG00000034429|Vega:OTTMUSG00000022535
69024	Snx15	MGI:MGI:1916274|Ensembl:ENSMUSG00000024787|Vega:OTTMUSG00000034056
69025	1500032P08Rik	MGI:MGI:1916275
69028	Mitd1	MGI:MGI:1916278|Ensembl:ENSMUSG00000026088|Vega:OTTMUSG00000026563
69029	Smdt1	MGI:MGI:1916279|Ensembl:ENSMUSG00000022452|Vega:OTTMUSG00000034180
69030	1810006J02Rik	MGI:MGI:1916280|Ensembl:ENSMUSG00000100182
69031	Galnt6os	MGI:MGI:1916281
69032	Lyzl4	MGI:MGI:1916282|Ensembl:ENSMUSG00000032530|Vega:OTTMUSG00000027453
69034	Nupr1l	MGI:MGI:1923099|Ensembl:ENSMUSG00000095789|Vega:OTTMUSG00000047887
69035	Zdhhc3	MGI:MGI:1926134|Ensembl:ENSMUSG00000025786|Vega:OTTMUSG00000023779
69036	Zg16	MGI:MGI:1916286|Ensembl:ENSMUSG00000049350|Vega:OTTMUSG00000058493
69038	Tmem258	MGI:MGI:1916288|Ensembl:ENSMUSG00000036372|Vega:OTTMUSG00000034055
69042	1810013D15Rik	MGI:MGI:1916292|Ensembl:ENSMUSG00000028177
69044	1810017P11Rik	MGI:MGI:1916294
69046	Isca1	MGI:MGI:1916296|Ensembl:ENSMUSG00000044792|Vega:OTTMUSG00000029126
69047	Atp2c2	MGI:MGI:1916297|Ensembl:ENSMUSG00000034112|Vega:OTTMUSG00000061644
69048	Slc30a5	MGI:MGI:1916298|Ensembl:ENSMUSG00000021629
69049	Nat8f5	MGI:MGI:1916299|Ensembl:ENSMUSG00000079494|Vega:OTTMUSG00000034541
69050	1810013A23Rik	MGI:MGI:1916300|Ensembl:ENSMUSG00000002250
69051	Pycr2	MGI:MGI:1277956|Ensembl:ENSMUSG00000026520|Vega:OTTMUSG00000050459
69053	1810013L24Rik	MGI:MGI:1916303|Ensembl:ENSMUSG00000022507
69054	1810007C17Rik	MGI:MGI:1916304|Ensembl:ENSMUSG00000100844
69055	1810007D17Rik	MGI:MGI:1916305|Ensembl:ENSMUSG00000100001
69060	Pnlip	MGI:MGI:97722|Ensembl:ENSMUSG00000046008
69062	1810008B01Rik	MGI:MGI:1916312
69063	1810014P07Rik	MGI:MGI:1916313
69064	Fuom	MGI:MGI:1916314|Ensembl:ENSMUSG00000025466|Vega:OTTMUSG00000027343
69065	Chac1	MGI:MGI:1916315|Ensembl:ENSMUSG00000027313|Vega:OTTMUSG00000015948
69066	1810010H24Rik	MGI:MGI:1916316|Ensembl:ENSMUSG00000078607|Vega:OTTMUSG00000003581
69068	1810011O10Rik	MGI:MGI:1916318|Ensembl:ENSMUSG00000056313|Vega:OTTMUSG00000045584
69069	1810011H11Rik	MGI:MGI:1916319|Ensembl:ENSMUSG00000041707
69071	Tmem97	MGI:MGI:1916321|Ensembl:ENSMUSG00000037278|Vega:OTTMUSG00000000140
69072	Ebna1bp2	MGI:MGI:1916322|Ensembl:ENSMUSG00000028729|Vega:OTTMUSG00000008747
69073	Kdf1	MGI:MGI:1916323|Ensembl:ENSMUSG00000037600|Vega:OTTMUSG00000011152
69076	Triap1	MGI:MGI:1916326|Ensembl:ENSMUSG00000029535|Vega:OTTMUSG00000014653
69077	Psmd11	MGI:MGI:1916327|Ensembl:ENSMUSG00000017428|Vega:OTTMUSG00000000212
69080	Gmppa	MGI:MGI:1916330|Ensembl:ENSMUSG00000033021|Vega:OTTMUSG00000019424
69082	Zc3h15	MGI:MGI:1919747|Ensembl:ENSMUSG00000027091|Vega:OTTMUSG00000013359
69083	Sult1c2	MGI:MGI:1916333|Ensembl:ENSMUSG00000023122|Vega:OTTMUSG00000028466
69085	Zcchc9	MGI:MGI:1916335|Ensembl:ENSMUSG00000021621|Vega:OTTMUSG00000042410
69086	1810019N24Rik	MGI:MGI:1916336|Ensembl:ENSMUSG00000097115
69089	Oxa1l	MGI:MGI:1916339|Ensembl:ENSMUSG00000000959|Vega:OTTMUSG00000053878
69090	Ascc1	MGI:MGI:1916340|Ensembl:ENSMUSG00000044475
69091	Vps26b	MGI:MGI:1917656|Ensembl:ENSMUSG00000031988|Vega:OTTMUSG00000062728
69094	Tmem160	MGI:MGI:1916344|Ensembl:ENSMUSG00000019158|Vega:OTTMUSG00000060590
69095	1810012K08Rik	MGI:MGI:1916345
69097	Trim15	MGI:MGI:1916347|Ensembl:ENSMUSG00000050747|Vega:OTTMUSG00000037379
69099	1810009N02Rik	MGI:MGI:1916349
69101	Ydjc	MGI:MGI:1916351|Ensembl:ENSMUSG00000041774|Vega:OTTMUSG00000024793
69102	1810015C11Rik	MGI:MGI:1916352
69103	1810015A16Rik	MGI:MGI:1916353
69104	March5	MGI:MGI:1915207|Ensembl:ENSMUSG00000023307|Vega:OTTMUSG00000016844
69106	Stoml1	MGI:MGI:1916356|Ensembl:ENSMUSG00000032333|Vega:OTTMUSG00000063236
69108	1810012K16Rik	MGI:MGI:1916358|Ensembl:ENSMUSG00000099825
69109	Fam58b	MGI:MGI:1916359|Ensembl:ENSMUSG00000049489|Vega:OTTMUSG00000000148
69113	Alkbh3	MGI:MGI:1916363|Ensembl:ENSMUSG00000040174|Vega:OTTMUSG00000014996
69116	Ubr4	MGI:MGI:1916366|Ensembl:ENSMUSG00000066036|Vega:OTTMUSG00000009956
69117	Adh6a	MGI:MGI:1916367|Ensembl:ENSMUSG00000053054|Vega:OTTMUSG00000035946
69120	1810021B22Rik	MGI:MGI:1916370|Ensembl:ENSMUSG00000087331
69121	Chrdl2	MGI:MGI:1916371|Ensembl:ENSMUSG00000030732|Vega:OTTMUSG00000024367
69123	Eci3	MGI:MGI:1916373|Ensembl:ENSMUSG00000021416|Vega:OTTMUSG00000035929
69125	Cnot8	MGI:MGI:1916375|Ensembl:ENSMUSG00000020515|Vega:OTTMUSG00000005715
69126	1810022K09Rik	MGI:MGI:1916376|Ensembl:ENSMUSG00000078784|Vega:OTTMUSG00000045900
69129	Pex11g	MGI:MGI:1920905|Ensembl:ENSMUSG00000069633|Vega:OTTMUSG00000030750
69131	Cdk12	MGI:MGI:1098802|Ensembl:ENSMUSG00000003119|Vega:OTTMUSG00000002637
69134	Fam25c	MGI:MGI:1916384|Ensembl:ENSMUSG00000043681|Vega:OTTMUSG00000033737
69135	2200001K16Rik	MGI:MGI:1916385
69136	Tusc1	MGI:MGI:2684283|Ensembl:ENSMUSG00000054000|Vega:OTTMUSG00000007809
69137	Vstm5	MGI:MGI:1916387|Ensembl:ENSMUSG00000031937|Vega:OTTMUSG00000062252
69139	Ctrcos	MGI:MGI:1916389|Ensembl:ENSMUSG00000086818
69142	Cd209f	MGI:MGI:1916392|Ensembl:ENSMUSG00000051906|Vega:OTTMUSG00000033964
69146	Gsdmd	MGI:MGI:1916396|Ensembl:ENSMUSG00000022575
69147	2200002J24Rik	MGI:MGI:1916397|Ensembl:ENSMUSG00000013083
69149	Kbtbd3	MGI:MGI:1916399|Ensembl:ENSMUSG00000025893|Vega:OTTMUSG00000061684
69150	Snx4	MGI:MGI:1916400|Ensembl:ENSMUSG00000022808
69151	Lzic	MGI:MGI:1916401|Ensembl:ENSMUSG00000028990|Vega:OTTMUSG00000010270
69155	1810030O07Rik	MGI:MGI:1916405|Ensembl:ENSMUSG00000044148|Vega:OTTMUSG00000016970
69156	Comtd1	MGI:MGI:1916406|Ensembl:ENSMUSG00000021773|Vega:OTTMUSG00000029118
69159	Rhebl1	MGI:MGI:1916409|Ensembl:ENSMUSG00000023755|Vega:OTTMUSG00000024109
69161	Manbal	MGI:MGI:1916411|Ensembl:ENSMUSG00000063019|Vega:OTTMUSG00000016164
69162	Sec31a	MGI:MGI:1916412|Ensembl:ENSMUSG00000035325|Vega:OTTMUSG00000043627
69163	Mrpl44	MGI:MGI:1916413|Ensembl:ENSMUSG00000026248|Vega:OTTMUSG00000047890
69165	Cd209b	MGI:MGI:1916415|Ensembl:ENSMUSG00000065987|Vega:OTTMUSG00000049043
69166	1810018F18Rik	MGI:MGI:1921421|Ensembl:ENSMUSG00000101088
69168	Bola1	MGI:MGI:1916418|Ensembl:ENSMUSG00000015943|Vega:OTTMUSG00000021905
69169	Fcmr	MGI:MGI:1916419|Ensembl:ENSMUSG00000042474|Vega:OTTMUSG00000026802
69170	1810026B05Rik	MGI:MGI:1916420|Ensembl:ENSMUSG00000101970
69171	Cnppd1	MGI:MGI:1916421|Ensembl:ENSMUSG00000033159|Vega:OTTMUSG00000048448
69173	1810037O21Rik	MGI:MGI:1916423
69177	1810027L02Rik	MGI:MGI:1916427
69178	Snx5	MGI:MGI:1916428|Ensembl:ENSMUSG00000027423|Vega:OTTMUSG00000003373
69179	Tmem110	MGI:MGI:1921500|Ensembl:ENSMUSG00000006526|Vega:OTTMUSG00000035529
69181	Dyrk2	MGI:MGI:1330301|Ensembl:ENSMUSG00000028630
69183	C1qtnf2	MGI:MGI:1916433|Ensembl:ENSMUSG00000046491|Vega:OTTMUSG00000005457
69185	Dtwd1	MGI:MGI:1916435|Ensembl:ENSMUSG00000023330|Vega:OTTMUSG00000015336
69186	Tmem256	MGI:MGI:1916436|Ensembl:ENSMUSG00000070394|Vega:OTTMUSG00000006000
69187	Erp27	MGI:MGI:1916437|Ensembl:ENSMUSG00000030219|Vega:OTTMUSG00000034593
69188	Kmt2e	MGI:MGI:1924825|Ensembl:ENSMUSG00000029004|Vega:OTTMUSG00000021312
69189	Mcemp1	MGI:MGI:1916439|Ensembl:ENSMUSG00000013974|Vega:OTTMUSG00000059170
69190	Dym	MGI:MGI:1918480|Ensembl:ENSMUSG00000035765
69191	Pdia2	MGI:MGI:1916441|Ensembl:ENSMUSG00000024184|Vega:OTTMUSG00000026504
69192	Dhx16	MGI:MGI:1916442|Ensembl:ENSMUSG00000024422|Vega:OTTMUSG00000037409
69193	Platr10	MGI:MGI:1916443|Ensembl:ENSMUSG00000099370
69194	2010015B12Rik	MGI:MGI:1916444
69195	Tmem121	MGI:MGI:1916445|Ensembl:ENSMUSG00000049036|Vega:OTTMUSG00000052485
69198	2610024L02Rik	MGI:MGI:1916448
69202	Ptms	MGI:MGI:1916452|Ensembl:ENSMUSG00000030122|Vega:OTTMUSG00000024455
69206	2010016I18Rik	MGI:MGI:1916456|Ensembl:ENSMUSG00000091575
69207	Srsf11	MGI:MGI:1916457|Ensembl:ENSMUSG00000055436|Vega:OTTMUSG00000031923
69209	2610024J18Rik	MGI:MGI:1916459
69211	2310081J21Rik	MGI:MGI:1916461
69214	2610021J01Rik	MGI:MGI:1916464
69215	Sat2	MGI:MGI:1916465|Ensembl:ENSMUSG00000069835|Vega:OTTMUSG00000006006
69216	Svbp	MGI:MGI:1916466|Ensembl:ENSMUSG00000028643|Vega:OTTMUSG00000008918
69217	Plekha4	MGI:MGI:1916467|Ensembl:ENSMUSG00000040428|Vega:OTTMUSG00000029145
69219	Ddah1	MGI:MGI:1916469|Ensembl:ENSMUSG00000028194|Vega:OTTMUSG00000029461
69221	2410006H16Rik	MGI:MGI:1916471|Ensembl:ENSMUSG00000086841
69225	Naxd	MGI:MGI:1913353|Ensembl:ENSMUSG00000031505|Vega:OTTMUSG00000042282
69226	Snx24	MGI:MGI:1916476|Ensembl:ENSMUSG00000024535
69227	Selenot	MGI:MGI:1916477|Ensembl:ENSMUSG00000075700|Vega:OTTMUSG00000021242
69228	Zfp746	MGI:MGI:1916478|Ensembl:ENSMUSG00000057691|Vega:OTTMUSG00000057223
69232	Qrich1	MGI:MGI:1916482|Ensembl:ENSMUSG00000006673|Vega:OTTMUSG00000050759
69234	Zfp688	MGI:MGI:1916484|Ensembl:ENSMUSG00000045251|Vega:OTTMUSG00000022488
69236	2610034E01Rik	MGI:MGI:1916486
69237	Gtpbp4	MGI:MGI:1916487|Ensembl:ENSMUSG00000021149
69239	Pdzph1	MGI:MGI:1916489|Ensembl:ENSMUSG00000024227|Vega:OTTMUSG00000033584
69241	Polr2d	MGI:MGI:1916491|Ensembl:ENSMUSG00000024258
69248	2610035F20Rik	MGI:MGI:1916498|Ensembl:ENSMUSG00000085555
69250	2610029K11Rik	MGI:MGI:1916500
69253	Hspb2	MGI:MGI:1916503|Ensembl:ENSMUSG00000038086|Vega:OTTMUSG00000063075
69256	Zfp397	MGI:MGI:1916506|Ensembl:ENSMUSG00000024276
69257	Elf2	MGI:MGI:1916507|Ensembl:ENSMUSG00000037174|Vega:OTTMUSG00000051593
69258	2610030P05Rik	MGI:MGI:1916508
69259	Kctd5	MGI:MGI:1916509|Ensembl:ENSMUSG00000016946|Vega:OTTMUSG00000023867
69260	Ing2	MGI:MGI:1916510|Ensembl:ENSMUSG00000063049|Vega:OTTMUSG00000017299
69261	2810411K19Rik	MGI:MGI:1916511
69263	Rfc3	MGI:MGI:1916513|Ensembl:ENSMUSG00000033970|Vega:OTTMUSG00000028751
69269	Scnm1	MGI:MGI:1341284|Ensembl:ENSMUSG00000092607|Vega:OTTMUSG00000022306
69270	Gins1	MGI:MGI:1916520|Ensembl:ENSMUSG00000027454|Vega:OTTMUSG00000015786
69271	3200001G23Rik	MGI:MGI:1916521
69274	Ctdspl	MGI:MGI:1916524|Ensembl:ENSMUSG00000047409|Vega:OTTMUSG00000038049
69276	Sec62	MGI:MGI:1916526|Ensembl:ENSMUSG00000027706|Vega:OTTMUSG00000051809
69277	3300002I08Rik	MGI:MGI:1916527|Ensembl:ENSMUSG00000063364|Vega:OTTMUSG00000015736
69279	1700001D01Rik	MGI:MGI:1916529|Ensembl:ENSMUSG00000099419
69281	Spata4	MGI:MGI:1916531|Ensembl:ENSMUSG00000031518|Vega:OTTMUSG00000060621
69282	1700001J03Rik	MGI:MGI:1916532|Ensembl:ENSMUSG00000095040|Vega:OTTMUSG00000044990
69285	1700011L03Rik	MGI:MGI:1916535
69286	Glipr1l1	MGI:MGI:1916536|Ensembl:ENSMUSG00000020213
69287	Odf3	MGI:MGI:1916537|Ensembl:ENSMUSG00000025482|Vega:OTTMUSG00000023467
69288	Rhobtb1	MGI:MGI:1916538|Ensembl:ENSMUSG00000019944|Vega:OTTMUSG00000035399
69291	1700001L05Rik	MGI:MGI:1916541
69293	1700001C07Rik	MGI:MGI:1916543
69294	Cst13	MGI:MGI:1916544|Ensembl:ENSMUSG00000036924|Vega:OTTMUSG00000015721
69295	Far1os	MGI:MGI:1916545|Ensembl:ENSMUSG00000084984
69296	Tmigd3	MGI:MGI:5604098|Ensembl:ENSMUSG00000000562|Ensembl:ENSMUSG00000074344|Vega:OTTMUSG00000052379|Vega:OTTMUSG00000055001
69297	Lrrc46	MGI:MGI:1916547|Ensembl:ENSMUSG00000020878|Vega:OTTMUSG00000001861
69299	Asb9	MGI:MGI:1916549|Ensembl:ENSMUSG00000031384|Vega:OTTMUSG00000019520
69301	Tescl	MGI:MGI:1916551|Ensembl:ENSMUSG00000055826|Vega:OTTMUSG00000058074
69303	1700001G11Rik	MGI:MGI:1916553|Ensembl:ENSMUSG00000085984
69304	1700001A13Rik	MGI:MGI:1916554
69305	Dcps	MGI:MGI:1916555|Ensembl:ENSMUSG00000032040|Vega:OTTMUSG00000031937
69306	Efcab9	MGI:MGI:1916556|Ensembl:ENSMUSG00000044056|Vega:OTTMUSG00000005380
69307	Pxt1	MGI:MGI:1916557|Ensembl:ENSMUSG00000045378|Vega:OTTMUSG00000031641
69308	1700007P06Rik	MGI:MGI:1916558|Ensembl:ENSMUSG00000089730
69309	Slc16a13	MGI:MGI:1916559|Ensembl:ENSMUSG00000044367|Vega:OTTMUSG00000006037
69310	Pacrg	MGI:MGI:1916560|Ensembl:ENSMUSG00000037196|Vega:OTTMUSG00000031249
69311	1700008K24Rik	MGI:MGI:1916561|Ensembl:ENSMUSG00000101012
69312	Ppp1r42	MGI:MGI:1921138|Ensembl:ENSMUSG00000025916|Vega:OTTMUSG00000026413
69314	Izumo3	MGI:MGI:1916564|Ensembl:ENSMUSG00000028533|Vega:OTTMUSG00000007916
69315	1700001L19Rik	MGI:MGI:1916565|Ensembl:ENSMUSG00000021534
69317	Hmgb4	MGI:MGI:1916567|Ensembl:ENSMUSG00000048686|Vega:OTTMUSG00000009452
69318	1700007K09Rik	MGI:MGI:1916568|Ensembl:ENSMUSG00000030858|Vega:OTTMUSG00000045957
69319	1700001K23Rik	MGI:MGI:1916569
69320	1700007J10Rik	MGI:MGI:1916570|Ensembl:ENSMUSG00000086330
69324	1700012B07Rik	MGI:MGI:1916574|Ensembl:ENSMUSG00000020617|Vega:OTTMUSG00000003349
69325	1700012B09Rik	MGI:MGI:1916575|Ensembl:ENSMUSG00000031927|Vega:OTTMUSG00000045109
69327	1700007K13Rik	MGI:MGI:1916577|Ensembl:ENSMUSG00000026831|Vega:OTTMUSG00000011647
69329	Cfap206	MGI:MGI:1916579|Ensembl:ENSMUSG00000028294|Vega:OTTMUSG00000006414
69332	Lelp1	MGI:MGI:1916582|Ensembl:ENSMUSG00000027927|Vega:OTTMUSG00000052637
69334	1700012I11Rik	MGI:MGI:1916584|Ensembl:ENSMUSG00000102069
69337	1700012C14Rik	MGI:MGI:1916587|Ensembl:ENSMUSG00000085470
69338	1700003D09Rik	MGI:MGI:1916588|Ensembl:ENSMUSG00000085944
69339	Ccdc54	MGI:MGI:1916589|Ensembl:ENSMUSG00000050685
69341	1700010B09Rik	MGI:MGI:1916591
69345	1700003C15Rik	MGI:MGI:1916595|Ensembl:ENSMUSG00000099391
69347	1700008P02Rik	MGI:MGI:1916597|Ensembl:ENSMUSG00000069118|Vega:OTTMUSG00000045097
69349	1700008O03Rik	MGI:MGI:1916599|Ensembl:ENSMUSG00000008028|Vega:OTTMUSG00000023974
69350	1700003G18Rik	MGI:MGI:1916600|Ensembl:ENSMUSG00000087621
69351	Smim23	MGI:MGI:1916601|Ensembl:ENSMUSG00000020270|Vega:OTTMUSG00000005383
69352	Necab1	MGI:MGI:1916602|Ensembl:ENSMUSG00000040536|Vega:OTTMUSG00000004586
69354	Slc38a4	MGI:MGI:1916604|Ensembl:ENSMUSG00000022464
69355	1700010J16Rik	MGI:MGI:1916605|Ensembl:ENSMUSG00000100314
69356	1700003I22Rik	MGI:MGI:1916606|Ensembl:ENSMUSG00000100372
69357	BC061195	MGI:MGI:4361273|Ensembl:ENSMUSG00000096153
69358	Lrrc51	MGI:MGI:1916608|Ensembl:ENSMUSG00000064307|Vega:OTTMUSG00000023365
69361	Cypt3	MGI:MGI:1916611|Ensembl:ENSMUSG00000048573|Vega:OTTMUSG00000019382
69362	Cst12	MGI:MGI:1916612|Ensembl:ENSMUSG00000027443|Vega:OTTMUSG00000015722
69363	Spaca4	MGI:MGI:1916613|Ensembl:ENSMUSG00000070563|Vega:OTTMUSG00000033718
69364	1700012P22Rik	MGI:MGI:1916614|Ensembl:ENSMUSG00000028589|Vega:OTTMUSG00000010542
69366	1700013A02Rik	MGI:MGI:1916616
69367	Glrx2	MGI:MGI:1916617|Ensembl:ENSMUSG00000018196|Vega:OTTMUSG00000020841
69368	Wdfy1	MGI:MGI:1916618|Ensembl:ENSMUSG00000073643|Vega:OTTMUSG00000021445
69369	1700017D01Rik	MGI:MGI:1916619|Ensembl:ENSMUSG00000024729|Vega:OTTMUSG00000047036
69370	1700017L05Rik	MGI:MGI:1916620|Ensembl:ENSMUSG00000107232
69371	Smco2	MGI:MGI:1916621|Ensembl:ENSMUSG00000030292|Vega:OTTMUSG00000024461
69372	Mocs3	MGI:MGI:1916622|Ensembl:ENSMUSG00000074576|Vega:OTTMUSG00000016050
69374	1700023A20Rik	MGI:MGI:1916624
69376	Zpbp2	MGI:MGI:1916626|Ensembl:ENSMUSG00000017195|Vega:OTTMUSG00000006364
69379	C8g	MGI:MGI:88237|Ensembl:ENSMUSG00000015083|Vega:OTTMUSG00000012120
69380	1700013G24Rik	MGI:MGI:1916630|Ensembl:ENSMUSG00000041399|Vega:OTTMUSG00000009878
69382	1700024P04Rik	MGI:MGI:1916632|Ensembl:ENSMUSG00000045022|Vega:OTTMUSG00000033617
69384	Tmem89	MGI:MGI:1916634|Ensembl:ENSMUSG00000025652|Vega:OTTMUSG00000051042
69386	Hist1h4h	MGI:MGI:2448427|Ensembl:ENSMUSG00000060981|Vega:OTTMUSG00000000568
69387	Dnajb13	MGI:MGI:1916637|Ensembl:ENSMUSG00000030708|Vega:OTTMUSG00000025244
69388	1700018G05Rik	MGI:MGI:1916638|Ensembl:ENSMUSG00000109745|Vega:OTTMUSG00000060370
69389	H2bfm	MGI:MGI:1916639|Ensembl:ENSMUSG00000048155|Vega:OTTMUSG00000017259
69391	1700018A14Rik	MGI:MGI:1916641
69392	1700024P12Rik	MGI:MGI:1916642
69393	1700024B18Rik	MGI:MGI:1916643|Ensembl:ENSMUSG00000099994
69395	1700018P22Rik	MGI:MGI:1916645
69396	1700018F24Rik	MGI:MGI:1916646|Ensembl:ENSMUSG00000029620|Vega:OTTMUSG00000045121
69397	1700019A02Rik	MGI:MGI:1916647|Ensembl:ENSMUSG00000060715|Vega:OTTMUSG00000046891
69398	Cdhr4	MGI:MGI:1916648|Ensembl:ENSMUSG00000032595|Vega:OTTMUSG00000042007
69399	1700025G04Rik	MGI:MGI:1916649|Ensembl:ENSMUSG00000032666|Vega:OTTMUSG00000029402
69400	1700025A08Rik	MGI:MGI:1916650
69401	Plac8l1	MGI:MGI:1916651|Ensembl:ENSMUSG00000059455
69402	1700019F05Rik	MGI:MGI:1916652|Ensembl:ENSMUSG00000107027
69404	Prss23os	MGI:MGI:1916654
69405	1700019E08Rik	MGI:MGI:1916655|Ensembl:ENSMUSG00000086202
69407	1700025J12Rik	MGI:MGI:1916657|Ensembl:ENSMUSG00000108409
69408	Dnajc17	MGI:MGI:1916658|Ensembl:ENSMUSG00000034278|Vega:OTTMUSG00000015761
69409	1700021N21Rik	MGI:MGI:1916659|Ensembl:ENSMUSG00000087343
69410	1700025O18Rik	MGI:MGI:1916660
69412	1700016L04Rik	MGI:MGI:1916662|Ensembl:ENSMUSG00000019865
69413	1700016P04Rik	MGI:MGI:1916663|Ensembl:ENSMUSG00000101894
69415	1700025N21Rik	MGI:MGI:1916665
69416	1700025F22Rik	MGI:MGI:1916666|Ensembl:ENSMUSG00000024728|Vega:OTTMUSG00000042673
69418	1700025K24Rik	MGI:MGI:1916668|Ensembl:ENSMUSG00000099747
69419	1700026F02Rik	MGI:MGI:1916669|Ensembl:ENSMUSG00000101854
69420	1700022H16Rik	MGI:MGI:1916670|Ensembl:ENSMUSG00000099360
69421	1700022F17Rik	MGI:MGI:1916671
69423	1700019M22Rik	MGI:MGI:1916673
69424	1700016F12Rik	MGI:MGI:1916674
69427	1700016B15Rik	MGI:MGI:1916677
69428	1700016C15Rik	MGI:MGI:1916678|Ensembl:ENSMUSG00000015962|Vega:OTTMUSG00000029757
69430	1700048O20Rik	MGI:MGI:1920637|Ensembl:ENSMUSG00000043773
69431	1700022N22Rik	MGI:MGI:1916681|Ensembl:ENSMUSG00000097523
69432	1700026J14Rik	MGI:MGI:1916682|Ensembl:ENSMUSG00000097716
69433	1700023F02Rik	MGI:MGI:1916683|Ensembl:ENSMUSG00000100000
69434	Snhg10	MGI:MGI:1916684|Ensembl:ENSMUSG00000113722
69437	1700020D12Rik	MGI:MGI:1916687
69438	1700020D14Rik	MGI:MGI:1916688|Ensembl:ENSMUSG00000101796
69439	Mroh4	MGI:MGI:1916689|Ensembl:ENSMUSG00000022603|Vega:OTTMUSG00000033553
69440	Dennd6b	MGI:MGI:1916690|Ensembl:ENSMUSG00000015377
69441	1700023F06Rik	MGI:MGI:1916691|Ensembl:ENSMUSG00000020940|Vega:OTTMUSG00000003034
69442	1700023H06Rik	MGI:MGI:1916692
69443	1700027J07Rik	MGI:MGI:1916693|Ensembl:ENSMUSG00000111422
69444	Lyzl6	MGI:MGI:1916694|Ensembl:ENSMUSG00000020945|Vega:OTTMUSG00000003023
69445	1700023D09Rik	MGI:MGI:1916695
69447	1700027A13Rik	MGI:MGI:1916697
69449	1700027A15Rik	MGI:MGI:1916699|Ensembl:ENSMUSG00000101968
69452	1700027M17Rik	MGI:MGI:1916702
69453	Prss56	MGI:MGI:1916703|Ensembl:ENSMUSG00000036480|Vega:OTTMUSG00000033560
69454	Clic3	MGI:MGI:1916704|Ensembl:ENSMUSG00000015093|Vega:OTTMUSG00000012117
69456	Commd10	MGI:MGI:1916706|Ensembl:ENSMUSG00000042705
69457	Tmem45a2	MGI:MGI:1916707|Ensembl:ENSMUSG00000046748
69459	Ubl7	MGI:MGI:1916709|Ensembl:ENSMUSG00000055720|Vega:OTTMUSG00000063209
69460	1700028M03Rik	MGI:MGI:1916710|Ensembl:ENSMUSG00000101334
69462	Slurp2	MGI:MGI:1916712|Ensembl:ENSMUSG00000075605|Vega:OTTMUSG00000045145
69464	Krtap4-13	MGI:MGI:1916714|Ensembl:ENSMUSG00000048294|Vega:OTTMUSG00000002186
69469	Tmco2	MGI:MGI:1916719|Ensembl:ENSMUSG00000078577|Vega:OTTMUSG00000008912
69470	Tmem127	MGI:MGI:1916720|Ensembl:ENSMUSG00000034850|Vega:OTTMUSG00000016014
69473	Krtap3-1	MGI:MGI:1916723|Ensembl:ENSMUSG00000047564|Vega:OTTMUSG00000004961
69476	1700029M03Rik	MGI:MGI:1916726
69477	2300009N04Rik	MGI:MGI:1916727
69478	2300009A05Rik	MGI:MGI:1916728|Ensembl:ENSMUSG00000032403|Vega:OTTMUSG00000045985
69479	1700029J07Rik	MGI:MGI:1916729|Ensembl:ENSMUSG00000071103|Vega:OTTMUSG00000027155
69480	Ttc9	MGI:MGI:1916730|Ensembl:ENSMUSG00000042734
69481	Actl9	MGI:MGI:1916731|Ensembl:ENSMUSG00000092519|Vega:OTTMUSG00000037199
69482	Nup35	MGI:MGI:1916732|Ensembl:ENSMUSG00000026999|Vega:OTTMUSG00000018807
69487	Ndufaf5	MGI:MGI:1916737|Ensembl:ENSMUSG00000027384|Vega:OTTMUSG00000015599
69489	2310007J06Rik	MGI:MGI:1916739
69491	1700029N11Rik	MGI:MGI:1916741|Ensembl:ENSMUSG00000098144
69495	1700029B22Rik	MGI:MGI:1916745|Ensembl:ENSMUSG00000100759
69496	Dydc1	MGI:MGI:1916746|Ensembl:ENSMUSG00000021790|Vega:OTTMUSG00000033341
69498	2310007H11Rik	MGI:MGI:1916748
69499	Tsr2	MGI:MGI:1916749|Ensembl:ENSMUSG00000025264|Vega:OTTMUSG00000019291
